Record Length,1.024000e+03,,          0.00000, -31.38970,
Sample Interval,1.233033e+01,,         12.33033, -23.38970,
Trigger Point,0.000000000000e+00,,         24.66067, -19.78970,
,,,         36.99100, -24.58970,
,,,         49.32134, -22.58970,
,,,         61.65167, -20.58970,
Source,MATH,,         73.98201, -15.78970,
Vertical Units,dB,,         86.31234, -17.38970,
Vertical Scale,1.000000e+01,,         98.64268, -23.38970,
Vertical Offset,0.000000e+00,,        110.97301, -19.78970,
Horizontal Units,Hz,,        123.30335, -24.58970,
Horizontal Scale,1.262626e+03,,        135.63368, -22.98970,
Pt Fmt,Y,,        147.96402, -21.38970,
Yzero,-2.698970e+01,,        160.29435, -19.78970,
Probe Atten,1.000000e+00,,        172.62468, -20.98970,
Model Number,TDS2001C,,        184.95502, -15.78970,
Serial Number,C030620,,        197.28535, -19.38970,
Firmware Version,FV:v24.26,,        209.61569, -18.18970,
,,,221.94602, -15.78970,
,,,234.27635, -16.58970,
,,,246.60668, -20.18970,
,,,258.93701, -26.58970,
,,,271.26734, -26.18970,
,,,283.59767, -24.58970,
,,,295.92800, -29.38970,
,,,308.25833, -20.18970,
,,,320.58866, -24.98970,
,,,332.91899, -26.18970,
,,,345.24932, -24.98970,
,,,357.57965, -18.98970,
,,,369.90998, -28.18970,
,,,382.24031, -36.58970,
,,,394.57064, -25.38970,
,,,406.90097, -20.98970,
,,,419.23130, -21.38970,
,,,431.56163, -17.38970,
,,,443.89196, -14.18970,
,,,456.22229, -14.98970,
,,,468.55262, -11.38970,
,,,480.88295, -10.58970,
,,,493.21328, -14.18970,
,,,505.54361, -19.78970,
,,,517.87394, -18.98970,
,,,530.20427, -16.98970,
,,,542.53460, -21.38970,
,,,554.86493, -24.98970,
,,,567.19526, -18.18970,
,,,579.52559, -17.78970,
,,,591.85592, -21.38970,
,,,604.18625, -16.58970,
,,,616.51658, -12.18970,
,,,628.84691, -10.58970,
,,,641.17724, -15.38970,
,,,653.50757, -14.58970,
,,,665.83790, -16.98970,
,,,678.16823, -20.58970,
,,,690.49856, -22.18970,
,,,702.82889, -23.78970,
,,,715.15922, -34.98970,
,,,727.48955, -34.98970,
,,,739.81988, -22.18970,
,,,752.15021, -21.78970,
,,,764.48054, -35.38970,
,,,776.81087, -25.78970,
,,,789.14120, -23.38970,
,,,801.47153, -23.78970,
,,,813.80186, -31.38970,
,,,826.13219, -25.78970,
,,,838.46252, -29.78970,
,,,850.79285, -24.98970,
,,,863.12318, -19.78970,
,,,875.45351, -18.18970,
,,,887.78384, -18.18970,
,,,900.11417, -24.98970,
,,,912.44450, -17.78970,
,,,924.77483, -22.18970,
,,,937.10516, -22.18970,
,,,949.43549, -23.78970,
,,,961.76582, -24.18970,
,,,974.09615, -36.18970,
,,,986.42648, -22.58970,
,,,998.75681, -24.58970,
,,,1011.08714, -23.78970,
,,,1023.41747, -18.18970,
,,,1035.74780, -21.78970,
,,,1048.07813, -24.18970,
,,,1060.40846, -28.18970,
,,,1072.73879, -24.18970,
,,,1085.06912, -22.98970,
,,,1097.39945, -32.58970,
,,,1109.72978, -30.18970,
,,,1122.06011, -22.98970,
,,,1134.39044, -25.38970,
,,,1146.72077, -28.58970,
,,,1159.05110, -24.58970,
,,,1171.38143, -21.78970,
,,,1183.71176, -19.78970,
,,,1196.04209, -26.58970,
,,,1208.37242, -25.38970,
,,,1220.70275, -24.98970,
,,,1233.03308, -34.58970,
,,,1245.36341, -26.18970,
,,,1257.69374, -25.78970,
,,,1270.02407, -24.58970,
,,,1282.35440, -23.38970,
,,,1294.68473, -21.38970,
,,,1307.01506, -26.98970,
,,,1319.34539, -21.38970,
,,,1331.67572, -22.18970,
,,,1344.00605, -23.78970,
,,,1356.33638, -29.78970,
,,,1368.66671, -33.78970,
,,,1380.99704, -30.18970,
,,,1393.32737, -40.98970,
,,,1405.65770, -27.38970,
,,,1417.98803, -29.38970,
,,,1430.31836, -30.98970,
,,,1442.64869, -42.98970,
,,,1454.97902, -26.18970,
,,,1467.30935, -28.98970,
,,,1479.63968, -41.38970,
,,,1491.97001, -38.58970,
,,,1504.30034, -29.38970,
,,,1516.63067, -28.98970,
,,,1528.96100, -26.58970,
,,,1541.29133, -23.38970,
