Record Length,1.024000e+03,,          0.00000,  -0.58970,
Sample Interval,2.466067e+02,,        246.60669,   1.41030,
Trigger Point,0.000000000000e+00,,        493.21338,  -6.18970,
,,,        739.82008,  -6.58970,
,,,        986.42677,  -2.98970,
,,,       1233.03346,  -4.18970,
Source,MATH,,       1479.64015,  -8.18970,
Vertical Units,dB,,       1726.24684, -15.78970,
Vertical Scale,1.000000e+01,,       1972.85354, -23.78970,
Vertical Offset,0.000000e+00,,       2219.46023, -26.58970,
Horizontal Units,Hz,,       2466.06692, -27.78970,
Horizontal Scale,2.525253e+04,,       2712.67361, -22.18970,
Pt Fmt,Y,,       2959.28030, -14.58970,
Yzero,-2.698970e+01,,       3205.88699, -12.18970,
Probe Atten,1.000000e+00,,       3452.49369, -12.58970,
Model Number,TDS2001C,,       3699.10038, -16.18970,
Serial Number,C030620,,       3945.70707, -24.18970,
Firmware Version,FV:v24.26,,       4192.31376, -29.78970,
,,,4438.92045, -31.38970,
,,,4685.52714, -29.38970,
,,,4932.13383, -27.38970,
,,,5178.74052, -23.38970,
,,,5425.34721, -23.38970,
,,,5671.95390, -26.18970,
,,,5918.56059, -37.38970,
,,,6165.16728, -52.18970,
,,,6411.77397, -58.58970,
,,,6658.38066, -57.38970,
,,,6904.98735, -56.18970,
,,,7151.59404, -60.58970,
,,,7398.20073, -60.58970,
,,,7644.80742, -60.58970,
,,,7891.41411, -60.58970,
,,,8138.02080, -61.38970,
,,,8384.62749, -57.38970,
,,,8631.23418, -61.38970,
,,,8877.84087, -61.38970,
,,,9124.44756, -66.98970,
,,,9371.05425, -66.98970,
,,,9617.66094, -60.58970,
,,,9864.26763, -64.58970,
,,,10110.87432, -64.58970,
,,,10357.48101, -57.78970,
,,,10604.08770, -58.58970,
,,,10850.69439, -64.58970,
,,,11097.30108, -66.98970,
,,,11343.90777, -66.98970,
,,,11590.51446, -64.58970,
,,,11837.12115, -66.98970,
,,,12083.72784, -66.98970,
,,,12330.33453, -66.98970,
,,,12576.94122, -64.58970,
,,,12823.54791, -64.58970,
,,,13070.15460, -64.58970,
,,,13316.76129, -64.58970,
,,,13563.36798, -64.58970,
,,,13809.97467, -58.58970,
,,,14056.58136, -57.38970,
,,,14303.18805, -61.38970,
,,,14549.79474, -66.98970,
,,,14796.40143, -66.98970,
,,,15043.00812, -60.58970,
,,,15289.61481, -60.58970,
,,,15536.22150, -61.38970,
,,,15782.82819, -61.38970,
,,,16029.43488, -64.58970,
,,,16276.04157, -64.58970,
,,,16522.64826, -66.98970,
,,,16769.25495, -60.58970,
,,,17015.86164, -66.98970,
,,,17262.46833, -66.98970,
,,,17509.07502, -66.98970,
,,,17755.68171, -66.98970,
,,,18002.28840, -66.98970,
,,,18248.89509, -66.98970,
,,,18495.50178, -66.98970,
,,,18742.10847, -60.58970,
,,,18988.71516, -66.98970,
,,,19235.32185, -61.38970,
,,,19481.92854, -61.38970,
,,,19728.53523, -61.38970,
,,,19975.14192, -64.58970,
,,,20221.74861, -66.98970,
,,,20468.35530, -66.98970,
,,,20714.96199, -66.98970,
,,,20961.56868, -66.98970,
,,,21208.17537, -64.58970,
,,,21454.78206, -64.58970,
,,,21701.38875, -66.98970,
,,,21947.99544, -66.98970,
,,,22194.60213, -60.58970,
,,,22441.20882, -58.58970,
,,,22687.81551, -66.98970,
,,,22934.42220, -66.98970,
,,,23181.02889, -66.98970,
,,,23427.63558, -66.98970,
,,,23674.24227, -66.98970,
,,,23920.84896, -66.98970,
,,,24167.45565, -66.98970,
,,,24414.06234, -61.38970,
,,,24660.66903, -66.98970,
,,,24907.27572, -66.98970,
,,,25153.88241, -64.58970,
,,,25400.48910, -66.98970,
,,,25647.09579, -60.58970,
,,,25893.70248, -60.58970,
,,,26140.30917, -58.58970,
,,,26386.91586, -58.58970,
,,,26633.52255, -64.58970,
,,,26880.12924, -66.98970,
,,,27126.73593, -66.98970,
,,,27373.34262, -66.98970,
,,,27619.94931, -66.98970,
,,,27866.55600, -66.98970,
,,,28113.16269, -61.38970,
,,,28359.76938, -61.38970,
,,,28606.37607, -66.98970,
,,,28852.98276, -66.98970,
,,,29099.58945, -61.38970,
,,,29346.19614, -61.38970,
,,,29592.80283, -60.58970,
,,,29839.40952, -61.38970,
,,,30086.01621, -66.98970,
,,,30332.62290, -66.98970,
,,,30579.22959, -61.38970,
,,,30825.83628, -66.98970,
,,,31072.44297, -64.58970,
,,,31319.04966, -66.98970,
,,,31565.65635, -64.58970,
,,,31812.26304, -66.98970,
,,,32058.86973, -66.98970,
,,,32305.47642, -66.98970,
,,,32552.08311, -66.98970,
,,,32798.68980, -66.98970,
,,,33045.29649, -61.38970,
,,,33291.90318, -61.38970,
,,,33538.50987, -61.38970,
,,,33785.11656, -60.58970,
,,,34031.72325, -60.58970,
,,,34278.32994, -61.38970,
,,,34524.93663, -64.58970,
,,,34771.54332, -61.38970,
,,,35018.15001, -66.98970,
,,,35264.75670, -66.98970,
,,,35511.36339, -66.98970,
,,,35757.97008, -66.98970,
,,,36004.57677, -66.98970,
,,,36251.18346, -66.98970,
,,,36497.79015, -66.98970,
,,,36744.39684, -66.98970,
,,,36991.00353, -66.98970,
,,,37237.61022, -66.98970,
,,,37484.21691, -64.58970,
,,,37730.82360, -64.58970,
,,,37977.43029, -58.58970,
,,,38224.03698, -60.58970,
,,,38470.64367, -61.38970,
,,,38717.25036, -64.58970,
,,,38963.85705, -64.58970,
,,,39210.46374, -61.38970,
,,,39457.07043, -60.58970,
,,,39703.67712, -60.58970,
,,,39950.28381, -66.98970,
,,,40196.89050, -66.98970,
,,,40443.49719, -66.98970,
,,,40690.10388, -66.98970,
,,,40936.71057, -66.98970,
,,,41183.31726, -61.38970,
,,,41429.92395, -66.98970,
,,,41676.53064, -66.98970,
,,,41923.13733, -64.58970,
,,,42169.74402, -64.58970,
,,,42416.35071, -64.58970,
,,,42662.95740, -64.58970,
,,,42909.56409, -60.58970,
,,,43156.17078, -60.58970,
,,,43402.77747, -61.38970,
,,,43649.38416, -66.98970,
,,,43895.99085, -64.58970,
,,,44142.59754, -64.58970,
,,,44389.20423, -66.98970,
,,,44635.81092, -66.98970,
,,,44882.41761, -66.98970,
,,,45129.02430, -66.98970,
,,,45375.63099, -66.98970,
,,,45622.23768, -66.98970,
,,,45868.84437, -64.58970,
,,,46115.45106, -60.58970,
,,,46362.05775, -60.58970,
,,,46608.66444, -66.98970,
,,,46855.27113, -66.98970,
,,,47101.87782, -66.98970,
,,,47348.48451, -64.58970,
,,,47595.09120, -60.58970,
,,,47841.69789, -60.58970,
,,,48088.30458, -66.98970,
,,,48334.91127, -66.98970,
,,,48581.51796, -66.98970,
,,,48828.12465, -66.98970,
,,,49074.73134, -66.98970,
,,,49321.33803, -61.38970,
,,,49567.94472, -64.58970,
